,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Timing,,Project Information,,,,,,,,,,,Property Information,,,,,,,Broker Guidence,,,Description,Actual Price,,
41,2022-10-03,Lead,Dronningens Kvarter 24 & Silovej 46,Anthony Romano,n.a.,Colliers,Denmark,Various,,,,,Various,"~19,500",584,,,,,,"205,000,000","10,513","Dronningens Kvarter 24: 10,000 sqm industrial property located in the Triange area including about 400 sqm of office. Let out on a rolling lease with a 12 months notice, close to the E45. Silovej 45: Single let on a 15 years triple met lease. GLA of 9,410 sqm. Located southwest of Copenhagen",,,,1
41,2022-10-04,IM,Priorparken 359,Anthony Romano,n.a.,Erhverv Poul Erik Bech,Denmark,Bröndby,,,,,Industrial,"4,330",472,,,,,5.30%,"34,807,000","8,039",Fully let warehouse property. Five tenants. Superb location in Priorparken in Brøndby right next to highway E47. Underrented,,,,1
41,2022-10-04,IM,Project Lakehouse,Filip Jilsén,Atlasmuren,Colliers,Sweden,Sollentuna,,,,,Various,"6,394","1,057",,,,,,,,Office (55%) and warehouse (45%) property located next to Danderydsvägen in Sollentuna. 78% occupancy ratio. The neighbouring area consist of a few other office- and warehouse properties but mainly residential houses,,,,1
41,2022-10-04,IM,Projekt Kroken,Josefin Bergholtz,NKE Teknik AB och DSS Invest AB,Novier,Sweden,Örnsköldsvik,,,,,Residential,"11,190","1,068",,,,,,,,"20 residential properties comprising 145 apartments. 77% residential area, 17% commercial and 6% garage. 10 properties are centrally located in Örnsköldsvik and 10 are located in Bjästa (19 km south of Örnsköldsvik). ",,,,1
41,2022-10-04,Teaser,Resi in Södertälje,Josefin Bergholtz,SBB,Catella,Sweden,Södertälje,,,,,Residential,"8,265",,,,,,,,,13 residential properties in Södertälje (87% resi area and 13% commercial) comprising 304 apartments,,,,1
41,2022-10-04,IM,Project GreenHub,David Hävermark,Mäster Grön,Cushman & Wakefield,Sweden,Helsingborg,,,,,Industrial,"15,206",852,,,,,,,,Light-industrial in Långeberga Industriområde (Helsingborg). WAULT of 7.7 years and 5 tenants. The property is used by businesses within wholesale of fruits and vegetables,,,,1
41,2022-10-05,IM,Project Waterloo,Philip Åkerhielm,Aspo Oyj,PwC,Sweden,Various,,,,,Industrial,"12,768",868,,,,,,,,Sale-leaseback of 4 light industrial properties. Fully let on a triple-net lease (5+5 years). Tenant (Kobia) is a pastry and bakery supplier and is owned by a multinational company (Aspo). Estimated NOI of c. 11 mSEK,,,,1
41,2022-10-05,Lead,Project Play,Philip Åkerhielm,n.a.,PwC,Sweden,Borås,,,,,Logistics,"8,668",,,,,,,,,Sale-leaseback of a light industrial/logistics property in Borås. Fully let on a 10 year triple-net lease to a tenant with operations within consumer products. NDA needed for more information,,,,1
41,2022-10-05,IM,Project Airspace,Filip Jilsén,Björnbäckens Fastighets AB ,Catella,Sweden,Stockholm,,,,,Hotel,"17,340","2,483",,,,,,,,Hotel development project 5 km from Arlanda with expected completion in 2025. Fully let by Mogotel and will be branded as Holiday Inn and Crowne Plaza. WAULT of 20 years. Minmimum rent of 43 mSEK,,,,1
41,2022-10-05,Lead,Resi in Skellefteå,Josefin Bergholtz,SBF,Catella,Sweden,Skellefteå,,,,,Residential,"8,578","1,125",,,,,,,,Off-market transaction of a fully let residential portfolio (15 properties) in Skellefteå comprising 117 apartments. 87% resi and 13% commercial,,,,1
41,2022-10-06,Teaser,Project Blacksmith,Mathias Vuorelma,Conficap,JLL,Finland,Helsinki,,,,,Office,"15,089",,,,,,,,,"Two adjacent mixed-use properties in Pitäjänmäki, Helsinki. Educational and healthcare tenants account for 60% of GRI. Occupancy 83%, WAULT 2.0 years",,,,1
41,2022-10-06,Teaser,Miestentie 1,Mathias Vuorelma,Alma Property Partners,CBRE,Finland,Espoo,,,,,Office,"6,257",,,,,,,,,"Office building in Keilaniemi, Espoo, currently under full refurbishment. Occupancy 44%",,,,1
41,2022-10-06,IM,Niels Bohrs Vej 21,Anthony Romano,n.a.,Colliers,Denmark,Skanderborg,,,,,Various,"5,800",,,,,,6.53%,"35,000,000","6,034","Warehouse property facing E45 in Skanderborg, Jutland. Seller is prepared to pay approx. 3 mDKK for refurbishment of the property. The office is vacant and 1,172 sqm warehouse is vacant. The remaining part is leased out to DSV (3,150 sqm) until they have completed their new distribution center in Horsens",,,,1
41,2022-10-06,Lead,Kirstinehøj 50,Anthony Romano,Family / Main tenant,PropCon,Denmark,Greater Copenhagen,,,,,Industrial,"2,880",650,,,,,5.15%,"35,000,000","12,153",Single tenant (sale-and-lease back). 80% warehouse 20% office. WAULT of 10 years. Super central location,,,,1
41,2022-10-06,Teaser,Project Luna,Carl Rosén,n.a.,Croisette,Sweden,Halmstad,,,,,Public use,"1,064","2,690",,,,,,,,"High school, operated by Academedia, centrally located in Halmstad. 15 year WAULT. Zoning plan also allows residential and office",,,,1
41,2022-10-07,Teaser,Industrivej 3A,Anthony Romano,Family / Main tenant,PropCon / Gottlieb+Partners,Denmark,Køge,,,,,Various,"11,912",462,,,,,5.29%,"105,000,000","8,815","Sale-and-leaseback opportunity. Single tenant, fully let to Fausol on a triple net lease. WAULT: 3-10 years (to be discussed with owner). Right at the E20 highway only 12 km from Køge in a logistics development area",,,,1
41,2022-10-07,Teaser,Projekt Telia,David Hävermark,Telia Company,EY,Sweden,Sweden,,,,,Office,"174,000",,,,,,,,,"Telia owns 215 properties for technical purposes located in different locations in Sweden in good micro locations. Telia expects that their need for these properties will reduce drastically over time. Thus, Telia will sign 1-6 year lease agreements with the Buyer. During this period a Buyer is encouraged to initiate zoning processes / development",,,,1
42,2022-10-10,IM,Space City,Anthony Romano,Wulff Group A/S and JHL Holding Kolding ApS,Colliers,Denmark,Kolding,,,,,Various,"7,776",380,,,,,5.30%,"55,500,000","7,137","Warehouse property centrally located in the Triangle Region and with driect access to E20/E45. Fully let. Main tenant, Velux, accounts for 91% of the renal income. Velux lease is until May 2024",,,,1
42,2022-10-10,Teaser,Project Kilo,Anthony Romano,n.a.,Blue Ocen Properties,Denmark,Various,,,,,Various,"64,150",409,,,,,5.00%,"517,700,000","8,070",5 properties in key logistic hubs with low vacancy rates. Easy access to highways. WAULT of 9.3 years,,,,1
42,2022-10-11,Teaser,Project Bring,Anthony Romano,Ejendomsselskabet Kongens Express ApS,Colliers,Denmark,Taulov,,,,,Logistics,"8,590",675,,,,,,,,The property is fully let to Bring. The property is a cross-docked terminal with 42 dock doors. It has a specialised tailor-made building design to Bring. Double-net lease with earliest exit in January 2033.,,,,1
42,2022-10-11,IM,Dronningens Kvarter 24,Anthony Romano,TAULOV TERMINALEN ApS,Colliers,Denmark,Taulov,,,,,Various,"9,631",566,,,,,6.86%,"80,000,000","8,307",Industrial property located in the Triangle area including about 400 sqm of office. Fully let to PostNord. Let out on a rolling lease with a 12 months notice. Close to the E45.,,,,1
42,2022-10-11,IM,Nordholmen 10,Anthony Romano,Family / Main tenant ,Andersen Erhverv / PropCon,Denmark,Hvidovre,,,,,Various,"3,590",605,,,,,5.25%,"38,700,000","10,780",Sale-and-leaseback opportunity. Single let to strong tenant Altiflex. WAULT: 6 years. Right at the E20 highway only 12 km from Køge in a logistics dev. Optimal last mile location in Greater Copenhagen,,,,1
42,2022-10-11,IM,Midtager 13,Anthony Romano,Family / Main tenant ,Andersen Erhverv / PropCon,Denmark,Brøndby,,,,,Logistics,"6,563",435,,,,,5.25%,"49,900,000","7,603","LI property in optimal last mile location in Greater Copenhagen. Fully let to five tenants. WAULT: UFN with 6 months notice. 2,643 sqm of the lettable area is basement",,,,1
42,2022-10-11,IM,Engelsholmvej 28,Anthony Romano,n.a.,Erhverv Trio,Denmark,Randers,,,,,Various,"7,411",313,,,,,6.46%,"29,000,000","3,913",Top-located logistic / warehouse property in Randers South. Built in 1989. Three tenants.,,,,1
42,2022-10-11,IM,Hejrevang 19,Anthony Romano,Garmin,Colliers,Denmark,Allerød,,,,,Various,"2,016",,,,,,,"17,800,000","8,829","Warehouse property owned and let by Garmin which will vacate the premises. Built in 1999. Located in Alleröd, 30 min from Copenhagen",,,,1
42,2022-10-13,IM,Resi property in Limhamn,David Hävermark,Åke Nihlén Fastigheter AB,Catella,Sweden,Malmö,,,,,Residential,"1,224","1,473",,,,,,,,Residential property in Malmö with 23 apartments. Average size: 48 sqm / apartment. ,,,,1
42,2022-10-14,IM,Kärrhöken (Newly built resi Örebro),Josefin Bergholtz,Boet Bostad,Catella,Sweden,Örebro,,,,,Residential,"5,309","1,450",,,,,,,,A newly built residential property with 120 apartments in Örebro. Built with investment subsidy. Average size: 44 sqm / apartment. Norm rent: 1 450 SEK/sqm. ,,,,1
43,2022-10-17,IM,Mønten,Anthony Romano,EstatePartners ApS,Colliers,Denmark,Kolding,,,,,Various,"6,570",399,,,,,6.50%,"33,170,000","5,049",Warehouse property centrally located in the Triangle Region and with driect access to E20/E45. Short WAULT ,,,,1
43,2022-10-17,IM,HUB 22,Anthony Romano,n.a.,Cobblestone,Denmark,Various,,,,,Logistics,"31,679",,,,,,,,,"Development of logistics assets in Greater Copenhagen (c. 10k sqm), North Sealand (c. 10k sqm) and Aarhus (c. 10k sqm). The buidlings will be supplied on a turnkey basis",,,,1
43,2022-10-17,Teaser,Ruby,David Hävermark,Stadsnyckeln AB,Newsec,Sweden,Stockholm,,,,,Office,595,"5,126",,,,,,,,Fully let office property centrally located on Södermalm (650 m from Slussen). Let by Altor-owned Raw Fury until Aug-2025. Current zoning plan allows for residential. Tenant don not have a protected tenancy (besittningsskydd),,,,1
43,2022-10-19,IM,Ruby,David Hävermark,Stadsnyckeln AB,Newsec,Sweden,Stockholm,,,,,Office,595,"5,126",,,,,,,,Fully let office property centrally located on Södermalm (650 m from Slussen). Let by Altor-owned Raw Fury until Aug-2025. Current zoning plan allows for residential. Tenant don not have a protected tenancy (besittningsskydd),,,,1
43,2022-10-19,Teaser,Project Tinseltown,Victoria Sandkvist,Genesta,Nordanö,Sweden,Stockholm,,,,,Office,"9,400","3,085",,,,,,,,"Filmstaden 23 comprises four solitary units, mainly comprising office premises as well as a boutique cinema and a restaurant. Diverse tenant mix consisting of 22 tenants, anchored by Filmstaden accounting for some 35%. 90% occuapancy rate and WAULT of +3years",,,,1
43,2022-10-19,IM,Project Arrow,Victoria Sandkvist,Logistic Contractor,Cushman & Wakefield,Sweden,Örebro,,,,,Logistics,"9,600",669,,,,,,,,New production of a grade A logistics asset located in Pilängen. Estimated comlpetionen in Q2-2023. Fully let on a 12 year lease. ,,,,1
43,2022-10-19,IM,Ugglum 7,Filip Jilsén,L-Å Eveberg Fastighetsutveckling AB,Panreal,Sweden,Greater Gothenburg,,,,,Various,"9,293","1,184",,,,,,,,Warehouse and office property in Sävedalen with direct access to E20 and 10 min from central Gothenburg. Fuly let with WAULT of 4.1 years. 68% of the area in very good condition (renovated in 2015 and 2020 respectively). ,,,,1
43,2022-10-19,IM,Pollux och Finspång,David Hävermark,Norimex AB,Catella,Sweden,Stockholm,,,,,Industrial,"4,205","5,111",,,,,,,,Hotel in Gamla stan and industrial property in Lunda Industriområde (Spånga) (each accounts for c. 50% of the area). Hotel property fully let with 15 years reamining on lease. Industrial property have direct access to E18 and E4 and is fully let to Däckia with c. 6 years remaining on the lease,,,,1
43,2022-10-20,Teaser,Tietoportti,Mathias Vuorelma,Suomen Kulttuurirahasto sr,Ecorum,Finland,Lahti,,,,,Public use,"3,394",,,,,,,,,Community service property leased to Lahti Academy of Liberal and Fine Arts and Lahti Urban Development. 100% occupancy and 10.4 year WAULT.,,,,1
43,2022-10-20,Teaser,Lahdesjärven Kruunu,Mathias Vuorelma,n.a.,LogisTila,Finland,Tampere,,,,,Various,n.a.,,,,,,6.63%,,,"New, 87% let industrial, warehouse and office property in Lahdesjärvi, Tampere. ",,,,1
43,2022-10-20,IM,Gefionsvej 20,Anthony Romano,n.a.,Danbolig Erhverv,Denmark,Hillerød,,,,,Logistics,"2,402",622,,,,,,"24,000,000","9,992","The property is used for warehouse and showroom and approximately 10 % is office. An additional building right of 750 sqm. remains on the property. Lease agreements until 2028 and annual NOI of DKK1,444M. ",,,,1
43,2022-10-20,IM,AC Mariott ,Josefin Bergholtz,VIInvest,Nordic Hotel Consulting,Sweden,Stockholm,,,,,Hotel,"9,500","2,242",,,,,,,,A newly built hotel property operated under a Marriott brand in Solna with 20 year lease.,,,,1
43,2022-10-21,IM,Light industrial in Eskilstuna,Carl Rosén,AdVaTe Group AB,Newsec,Sweden,Eskilstuna,,,,,Industrial,"7,089","1,120",,,,,,,,"Two newly built light industrial assets in Vilsta Industriområde, south of Eskilstua. WAULT of 9.4 years distributed on 5 tenants. NOI estimated at 7.5 mSEK. ",,,,1
43,2022-10-21,Teaser,Project Bastion,Carl Rosén,n.a.,Croisette,Sweden,Karlskrona,,,,,Retail,"5,203","1,354",,,,,~7%,"92,857,143","17,847","A modern retail asset in Lyckeby, Karlskrona. Tenants are Jem&Fix, a gym and Line Furniture. WAULT of 7.6 years. 100% CPI linked rental income and utility costs are fully recoverable. ",,,,1
43,2022-10-21,IM,Project Novum,Rickard Karlsson,Fastighetsaktiebolaget Ormvråken AB,Cushman & Wakefield,Sweden,Eskilstuna,,,,,Residential,"6,349","1,987",,,,,,,,Three newly built residential properties with 96 apartments (average size 66 sqm). ,,,,1
44,2022-10-24,Teaser,Project BR,Anthony Romano,Standard Life / Aberdeen,Nordic Venture Partners,Denmark,Different locations all over Denmark,,,,,Retail,"26,583","1,072",,,,,~7.50-7.75 %,"~370,000,000","13,919","The portfolio consist of 10 big box retail assets let out on triple net leases to BR Toys (which are owned by Salling Group, Denmarks largest food retailer). All leases expire in 4-6 years. The fund that owns the assets (which are managed by Standard Life/Aberdeen) will close by year end. Thus, all assets are to be sold before year end. ",,,,1
44,2022-10-24,IM,Kanalholmen 37A,Anthony Romano,n.a.,Property House,Denmark,Greater Copenhagen,,,,,Logistics,"6,552",644,,,,,8.89%,"~45,000,000",,"Warehouse property located in Avedøre Holme, the largest industrial area in greater Copenhagen with direct access to E20. Fully let to one tenant but they will vacate the building in Aug-2024. Built in 1994 and modernised in 2022",,,,1
44,2022-10-24,IM,Porjekt Vinsta,Victoria Sandkvist,KF Fastigheter AB,JLL,Sweden,Stockholm,,,,,Retail,"26,259","1,116",,,,,,,,"A retail property in Vinsta (15 km west of central Stockholm), adjacent to Johanneslunds metrostation. WAULT of 7.3 years. 82% of rental income from Stora Coop. Vacancy rate of 33%. Broker estimates that future zoning plan will allow residential building rights of c. 16 000 - 24 000 sqm in 2026",,,,1
44,2022-10-24,IM,Stegen 2,Tomas Rockström,Adapta Fastigheter AB,Cushman & Wakefield,Sweden,Halmstad,,,,,Retail,"2,821","1,325",,,,,,,,"Bix box in the popular retail area Stenalyckan (10 min from central Halmstad) with direct access to E6/E20. Fully let to three tenants; KungSängen, Ilva and Pool Kungen. WAULT of c. 7 years.",,,,1
44,2022-10-24,IM,Project Norrsken,Josefin Bergholtz,Unobo AB,Catella,Sweden,Östersund,,,,,Residential,"46,868","1,024",,,,,,,,22 residential properties including 546 apartments. 93% residential area. 5% economic vacancy. NOI estimated at 25.3 mSEK,,,,1
44,2022-10-26,IM,Project Aftonen and Vakten,David Hävermark,n.a.,Catella,Sweden,Malmö,,,,,Residential,"2,705","1,208",,,,,,,,2 residential properties including 47 apartments in central Malmö. 92% residential area. Value year 1937 and 1938 respectively,,,,1
44,2022-10-27,Teaser,Project Terminus,Mathias Vuorelma,Elite Finland Value Added Fund II Ky ,MREC,Finland,Various,,,,,Various,"50,000",,,,,,,,,"A large light industrial portfolio of 15 properties in Helsinki metropolitan area, Tampere and Oulu. 98% occupancy, 4.4 year WAULT and NOI approx. €4.8m.",,,,1
44,2022-10-27,Teaser,Project Buck 2.0,Mathias Vuorelma,Develo Oy,Cushman & Wakefield,Finland,Various,,,,,Residential,"7,200",,,,,,,,,Four residential properties with 220 residential units under construction / waiting for construction works to start. Estimated completions in Q4 2023-Q3 2024. Forecasted NOI €1.7m. Forward purchase or forward funding.,,,,1
44,2022-10-27,Teaser,Project Jalmari,Mathias Vuorelma,City of Lahti,Newsec,Finland,Lahti,,,,,Public use,"18,000",,,,,,,,,"Sale and leaseback arrangement of rehabilitation hospital buildings with the City of Lahti. WAULT 13 years, NOI €2.1m.",,,,1
44,2022-10-27,Teaser,Project Helm,Mathias Vuorelma,VVT Property Fund I Ky,Cushman & Wakefield,Finland,Lahti,,,,,Retail,"7,200",,,,,,,,,"Big box retail property in Lahti, tenants include XXL and Lager 157. WAULT 4 years, NOI €0.9m.",,,,1
44,2022-10-27,IM,Project Cross,Mathias Vuorelma,Hartela & Ilmarinen,MREC,Finland,Helsinki,,,,,Retail,"13,679",,,,,,,,,"Necessity-driven shopping center Ristikko in Konala, Helsinki. Anchors include Kesko, Tokmanni and an indoor climbing arena. 95% occupancy, WAULT 4.2 years, NOI €1.7m.",,,,1
