1,2,3,4,5,6,7,8,9,10,11,,,,,,,
,Finland,2021-03-16,Trevian,n.a.,Vantaa,Logistics,n.a.,"8,900",n.a.,"A logistics property at Piitie 1 in Koivuhaka, Vantaa. Located adjacent to an existing property owned by the fund, the building also has 4,000 sqm of unused building rights. The fund now owns more than 6.0ha of land close to the airport. After the transaction, the fund has also renewed its lease agreement with Grano Oy that is combining its offices and expanding from the neighbouring building.",,,,,,,
,Finland,2021-03-16,Union Investment Real Estate,Skanska,Helsinki,Residential,74,"10,500","7,000","Development project located in Aurinkolahti, Helsinki. Hyperion is a 24-floor residential tower which will comprise 216 rental units. Estimated completion in Q2/2023. The deal marks Union Investment’s first residential investment in the Nordics.",,,,,,,
,Finland,2021-03-15, Mikju Oy,Senate Properties,Helsinki,Residential,14,"5,700","2,500","Residential property located at Ratakatu 3 in Punavuori, Helsinki. The new owner is planning to refurbish the entire building with residential units on floors 2-6 and retail and office on the floors below.",,,,,,,
,Finland,2021-03-10,Pharmacy Pension Fund,Sjaelso Finland,Espoo,Retail,n.a.,"5,400",n.a.,"A big box retail property located in Olarinluoma, Espoo. Anchor tenant is Stark, a chain of builders’ merchants.",,,,,,,
,Finland,2021-03-04,Sagax,HKScan,Vantaa,Light industrial,n.a.,"51,000",n.a.,"A sale-and-leaseback of HKScan's logistics and production property complex in Vantaa. In connection with the transaction, the parties have signed a 20-year lease agreement for the buildings and approximately 92,000 sqm of land on which the buildings are located.",,,,,,,
,Finland,2021-03-02,Elite Alfred Berg,Cromwell,Several,Light industrial,12,"20,000",580,"Five assets located in Kattilalaaksontie 1, Espoo, Läkkisepäntie 11, Helsinki, Lumpeenkatu 2, Tampere, and Konekuja 2-8 and Veistämötie 8 in Oulu.",,,,,,,
,Finland,2021-02-26,Hemsö,City of Lahti,Lahti,Educational,85,"30,000","2,833","All buildings and ongoing projects within the Paavola campus area in central Lahti. The buildings will undergo extensive renovation and in addition new construction will take place on the campus area. The project covers a total of just over 30,000 sqm of lettable space. The City of Lahti will be a tenant and has signed 20-year leases for all areas.",,,,,,,
,Finland,2021-02-05,Avara,S-Bank / FIM,Several,Residential,n.a.,"20,000",n.a.,"A residential portfolio of almost 400 apartments, comprised of 17 assets, of which 8 are wholly- and 9 minority-owned. The assets are located in the large cities in Southern Finland and are nearly fully occupied. The portfolio’s main focus is on Helsinki region and the other apartments are located in Tampere, Lahti and Jyväskylä regions.",,,,,,,
,Finland,2021-01-29,Jalon Rakentajat Oy,Senate Properties,Mikkeli,Land,1,n.a.,n.a.,"Land plot with 5,250 m2 of residential building right located in the city center of Mikkeli. The building right includes a 1,250 m2 extension to an existing building on the plot as well as 4,000 m2 of new development.",,,,,,,
,Finland,2021-01-29,A-Kruunu,Senate Properties,Vantaa,Land,3,n.a.,n.a.,"Land plot with 6,800 m2 of residential building right located in Tikkurila, Vantaa. A-Kruunu will construct three apartment buildings which will be used for subsidized rental housing. Estimated completion 11/2022.",,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,36 properties in Kalmar. 4 in Borgholm. 2 in Linköping. 2 in Norrköping,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,"Industrial, Development",,,,The agreement covers land for depot buildings and tracks. Jernhusen will run a detailed plan for a maintenance depot. ,,,,,,,
,,,Prologis,Fritads Viared Fastighets AB,Borås,Industrial,,"21,970",,"Sale-leaseback. The property has a ceiling height of 11.7 meters and a maximum floor load of 20,000 kilograms per square meter. The property is equipped with LED lighting and sprinkler systems.",,,,,,,
,,,Fortinova,n.a.,Göteborg (+),"Office, Retail",299,"16,901",,"2 properties in Göteborg, 1 in Kungsbacka and 2 in Trollhättan",,,,,,,
,,2022-02-07,SBF,Trabo,Tranås & Årjäng,Residential,650,,,"21 properties with 551 apartments, of which 18 properties and 514 apartments are located in Tranås",,,,,,,
,,2022-02-07,Tritax Eurobox,Verdion,Rosersberg,"Industrial, Development",402,"27,500",,"Verdion will develop and manage the current logistics property. There will be a logistics facility, divided into two units, totalling 17,300 sqm. The property is located next to the one that Tritax bought in the autumn of 2021.",,,,,,,
,,2022-02-07,SLP,City of Landskrona,Landskrona,Development,n.a.,"5,437",n.a.,"Pharmaxim AB has signed a 10-year lease agreement for 3,637 square meters. The annual rent amounts to a total of SEK 2,520,000. Pharmaxim is scheduled to move in in March 2023. Building permit will be submitted in the first quarter of 2022.",,,,,,,
,,2022-02-08,Citycon,Botrygg,Stockholm,Residential,722,,,Forward agreement. 200 rental and freehold apartments,,,,,,,
,,2022-02-09,Trelleborgs Kommun,Catena,Trelleborg,Development,129,"24,300",,"Plot is 142 000 sqm Property secures land access to Business Center Trelleborg from the evacuation road, port entrance and ring road",,,,,,,
,,2022-02-09,Akka Egendom AB,Lyckos,Kristianstad,Residential,n.a.,n.a.,n.a.,57 apartments,,,,,,,
,,2022-02-10,Diös,n.a.,Luleå,Office (+),118,"4,300",,Two properties,,,,,,,
,,2022-02-10,Invesco,Alpy AB,Helsingborg,Logistics,n.a.,"17,400",n.a.,Sale-leaseback,,,,,,,
,,2022-02-11,SLP,Fastighets Ab Mösserberg,Mösserberg,Logistics,134,"17,400",,Part of the property is under construction,,,,,,,
,,2022-02-15,LOGISTEA AB,S'A ENKÖPING AB,Enköping,Industrial,300,"15,049","  19,935 ",,,,,,,,
,,2022-02-15,ADR FASTIGHETER AB,GENOVA PROPERTY GROUP AB,Järfälla,Hotel,215,"5,600",,,,,,,,,
,,2022-02-15,Akka Egendom,Heimstaden,"Eslöv, Klippan, Örkelljunga",Residential,n.a.,"32,000",,"21 properties. BOA of ~26,500 sqm distributed over 395 apartments.",,,,,,,
,,2022-02-15,GENOVA FASTIGHETER AB,ADR FASTIGHETER AB,Nyköping (+),"Residential, Industrial",104,"6,038",,,,,,,,,
,,2022-02-16,Heimstaden,VBAB,Jönköping,Residential,"1,700","62,481",,38 properties. 806 residential units and 21 new attic apartments under construction,,,,,,,
,,2022-02-21,NP3,,"Sundsvall, Gävle (+)","Industrial, Commercial",546,"35,500",,4 deals. 16 properties with 1 of the properties accounting for the majority of the pruchase price,,,,,,,
,,2022-02-21,Lansa,TB-Gruppen,Knvista,"Residential, Development",n.a.,n.a.,n.a.,247 apartments. Move-in slated for 2024,,,,,,,
,,2022-02-21,NREP,Vasparken BOAB,Tyreso,Residential,n.a.,n.a.,n.a.," As early as next year, the first tenants will enter the properties that NREP will own in the long term.",,,,,,,
,,2022-02-21,ESS,Hemfosa,Hindås,Hotel,n.a.,"4,559",n.a.,"The property that ESS now takes over the operation of and also the ownership contains 90 rooms, of which 63 are single rooms and 27 double rooms. There are also 10 conference rooms and meeting rooms as well as 13 group rooms.",,,,,,,
